location_name_clean,temperature_celsius,humidity,precip_mm,wind_kph
islamabad,28.000974025974024,30.353896103896105,0.057694805194805195,9.618506493506494
ivory,30.11111111111111,36.6437908496732,0.05826797385620916,10.883986928104575
ivory ivory ban,24.3,93.0,1.55,6.5
jakarta,29.588673139158576,69.93203883495146,0.31592233009708737,14.484142394822008
jerusalem,23.922727272727272,44.23376623376623,0.016850649350649352,16.82564935064935
juba,30.134090909090908,26.873376623376622,0.021785714285714287,22.283116883116882
kabul,18.135598705501618,29.168284789644012,0.041391585760517796,10.761812297734629
kampala,26.98798701298701,55.33441558441559,0.08957792207792208,11.632142857142856
kathmandu,21.535389610389608,63.70454545454545,0.3768831168831169,7.757792207792208
khartoum,32.72987012987013,25.058441558441558,0.00948051948051948,21.067207792207792
kigali,26.23668831168831,48.077922077922075,0.17750000000000002,8.133766233766233
kingstown,28.02305194805195,74.90259740259741,0.1600974025974026,25.585064935064935
kinshasa,29.16470588235294,63.150326797385624,0.19166666666666668,7.395098039215687
kiyabo,30.3,75.0,0.12,9.0
koror,27.373584905660376,81.52830188679245,0.6043396226415094,9.88679245283019
krasnyy turkmenistan,37.8,11.0,0.0,22.0
kuala lumpur,28.576051779935273,77.81877022653721,0.6023624595469256,5.66957928802589
kuwait,44.4,16.0,0.0,37.8
kuwait city,31.575000000000003,26.47077922077922,0.005714285714285714,16.13538961038961
kyiv,14.461812297734626,53.92880258899677,0.05106796116504854,14.431067961165049
laos,24.507467532467533,84.62662337662337,0.6596103896103896,6.110064935064935
libreville,28.014285714285712,78.60714285714286,0.21461038961038958,10.33474025974026
lilongwe,26.384789644012944,43.919093851132686,0.1053074433656958,13.232686084142395
lima,17.669180327868855,83.8360655737705,0.0032131147540983606,8.177704918032786
lisbon,18.56742671009772,72.46254071661238,0.05814332247557004,15.54169381107492
ljubljana,14.74368932038835,68.73462783171522,0.25546925566343043,7.169902912621359
lom,25.270833333333332,46.354166666666664,0.19166666666666665,13.702083333333334
lome,27.9,74.0,0.16,19.1
london,13.02899022801303,74.51791530944625,0.07394136807817589,14.45244299674267
luanda,27.10550161812298,70.54045307443366,0.03411003236245955,11.738834951456312
lusaka,26.884789644012944,38.10679611650485,0.1445631067961165,12.277993527508091
luxembourg,11.575244299674267,76.79804560260587,0.1119869706840391,14.139087947882736
madrid,18.123376623376622,56.43181818181818,0.05422077922077922,11.587337662337662
majuro,28.214886731391584,80.69902912621359,0.3035922330097087,21.34271844660194
malabo,27.781877022653724,80.07443365695792,0.33032362459546927,8.96569579288026
male,28.8,81.0,0.02,25.2
managua,24.184918032786886,88.8295081967213,0.16918032786885245,8.518688524590162
manama,29.659870550161813,51.40129449838188,0.0004854368932038836,19.961165048543688
manila,29.076547231270357,76.39087947882736,0.39097719869706843,12.274592833876222
maputo,27.656310679611646,55.79288025889968,0.04184466019417476,15.705177993527506
maseru,22.265584415584417,33.47077922077922,0.04301948051948052,15.579220779220778
mbabane,24.130944625407164,49.244299674267104,0.06224755700325733,11.091530944625406
melbourne,11.6,54.0,0.0,18.0
mexico (grupo mexico),27.4,72.0,0.0,15.1
mexico city,13.84688524590164,73.07213114754099,0.07190163934426229,5.989836065573771
meyungs,27.0,89.4375,0.25125000000000003,8.924999999999999
minsk,12.108090614886732,67.77669902912622,0.0968284789644013,17.02200647249191
mogadishu,28.814610389610387,73.2012987012987,0.019805194805194805,29.100324675324675
moldova,27.7,52.0,0.0,29.5
mombasa,26.8,65.0,0.0,32.8
monaco,18.825081433224756,63.641693811074916,0.12342019543973942,10.743973941368079
monrovia,27.310389610389613,82.71428571428571,0.3836363636363636,10.642207792207794
montevideo,14.959740259740261,84.8538961038961,0.05071428571428571,15.551948051948052
morocco city,40.3,14.0,0.0,16.9
moroni,26.13624595469256,75.04854368932038,0.2807443365695793,17.457281553398058
moscow,11.275404530744336,64.46601941747574,0.06922330097087379,14.73495145631068
muscat,30.800970873786408,52.640776699029125,0.0015857605177993527,15.067637540453074
n'djamena,31.671197411003234,36.07443365695793,0.0798705501618123,17.45663430420712
nairobi,23.761812297734625,48.47572815533981,0.1453398058252427,13.892556634304208
nan,28.969805194805197,67.09415584415585,0.2905194805194805,5.832792207792208
nassau,25.195065789473684,79.65131578947368,0.06921052631578947,20.13059210526316
national,23.485245901639345,74.19344262295083,0.12750819672131147,4.518032786885246
new delhi,30.183441558441558,42.62987012987013,0.06194805194805194,10.339610389610389
new guatemala,15.9,95.0,0.0,6.5
new york,26.1,40.0,0.0,16.9
ngaoundere,26.109926470588235,46.591911764705884,0.2511764705882353,9.69264705882353
niamey,31.501623376623378,33.45779220779221,0.04042207792207793,19.407142857142855
nicosia,25.895779220779218,45.035714285714285,0.025876623376623376,15.11168831168831
norman gardens,30.33055555555556,69.5,0.11861111111111113,16.519444444444446
nouakchott,24.71197411003236,50.48543689320388,0.0044660194174757275,21.194822006472492
nuku'alofa,23.7,68.0,0.01,19.1
nuku`aloia,23.458441558441557,88.05844155844156,0.17558441558441557,20.777922077922078
oslo,7.703246753246753,76.27922077922078,0.07756493506493507,15.325649350649352
ottawa,5.936928104575164,84.02287581699346,0.17568627450980392,11.537908496732026
ouagadougou,30.41850649350649,42.26298701298701,0.07844155844155844,16.958441558441557
palau,27.2,82.0,1.59,27.0
palikir,27.56883116883117,85.01298701298701,0.40545454545454546,18.84675324675325
panama city,25.57385620915033,90.53921568627452,0.20905228758169933,7.407843137254902
paramaribo,25.155374592833876,89.85342019543974,0.1563843648208469,9.381758957654723
paris,14.128478964401294,73.0453074433657,0.1166990291262136,12.85145631067961
pasto,22.348000000000003,49.96,0.0016,17.176
pathein,28.80625,79.3125,0.7693749999999999,14.94375
phnom penh,30.505211726384367,68.35830618892508,0.17273615635179154,11.371335504885993
phnum penh,26.3,74.0,0.0,13.7
podgorica,20.499025974025972,55.175324675324674,0.23724025974025972,7.607467532467532
port louis,26.46537216828479,66.93203883495146,0.11355987055016183,18.789967637540453
port moresby,26.213636363636365,85.37662337662337,0.331525974025974,13.690584415584414
port of spain,26.042345276872965,86.38762214983713,0.2407166123778502,10.855374592833876
port royal,26.849442379182157,80.52416356877323,0.30018587360594795,7.665055762081785
port vila,24.061363636363634,89.11363636363636,0.22451298701298703,14.906168831168833
port-au-prince,23.140196078431373,83.62418300653594,0.018562091503267972,9.012091503267973
porto-novo,29.586363636363636,72.53571428571429,0.09126623376623376,13.50974025974026
prague,12.744771241830065,66.47712418300654,0.08496732026143791,12.373856209150327
praia,25.458576051779936,67.63754045307444,0.016084142394822008,22.228802588996764
pretoria,24.03851132686084,36.592233009708735,0.07436893203883495,13.288673139158576
pristina,29.3,42.0,0.27,9.4
pyongyang,11.845779220779221,66.45779220779221,0.0642857142857143,9.723051948051948
quito,10.80688524590164,79.81639344262295,0.06075409836065574,5.064590163934426
rabat,20.96026058631922,69.15635179153094,0.053289902280130294,13.847231270358307
rangoon,27.299999999999997,91.52380952380952,0.390952380952381,6.866666666666666
reykjavik,9.8,70.0,0.17,24.8
riga,12.14935064935065,70.81493506493507,0.09915584415584415,14.415584415584416
riyadh,32.030944625407166,17.72312703583062,0.0019869706840390878,16.22768729641694
rome,20.946753246753246,59.798701298701296,0.05762987012987013,12.019480519480519
roseau,27.121895424836598,78.83660130718954,0.13692810457516338,14.67483660130719
saint george's,27.54688524590164,82.00327868852459,0.18442622950819673,19.261639344262296
saint john's,27.01606557377049,77.88852459016394,0.11534426229508196,21.756065573770492
saint petersburg,22.9,44.0,0.0,19.1
san ignacio,18.405555555555555,86.23611111111111,0.1288888888888889,7.371874999999999
san juan,23.75,74.75,0.19875,10.893749999999999
san marino,18.131147540983605,66.89508196721312,0.12616393442622953,13.447868852459017
san salvador,22.620394736842105,90.8157894736842,0.22595394736842103,5.088815789473684
sanaa,23.20485436893204,24.297734627831716,0.07194174757281553,13.044012944983818
santiago,10.992156862745098,71.97385620915033,0.064640522875817,4.762745098039216
santo domingo,24.623606557377048,93.1639344262295,0.10885245901639345,9.682295081967213
sao paulo,17.9,90.0,0.09,11.5
sarajevo,15.85695792880259,62.58899676375405,0.1965695792880259,7.577346278317153
seoul,14.26504854368932,69.11650485436893,0.12449838187702265,9.15663430420712
singapore,28.8042071197411,73.8220064724919,0.44097087378640776,13.367637540453076
skopje,19.49934640522876,52.22875816993464,0.054052287581699346,7.369934640522875
sofia,16.095114006514656,53.50814332247557,0.15130293159609118,9.295765472312704
stockholm,11.266558441558441,69.8603896103896,0.06883116883116883,15.574350649350649
sucre,12.413815789473684,69.23355263157895,0.07375000000000001,5.677631578947368
surabaya,27.7,74.0,0.0,12.6
suva,24.019741100323625,92.11326860841424,0.36886731391585764,10.390938511326862
tallinn,10.91391585760518,71.27831715210355,0.0945631067961165,18.95663430420712
tarawa,28.015960912052115,74.50488599348535,0.0441042345276873,21.0814332247557
tashkent,20.996763754045308,35.0873786407767,0.03158576051779935,10.521035598705502
tbilisi,18.256026058631925,49.579804560260584,0.048729641693811075,11.604234527687296
tegucigalpa,18.66393442622951,90.4032786885246,0.07681967213114754,6.5268852459016395
tehran,21.99546925566343,26.43042071197411,0.02779935275080906,11.040129449838188
thimphu,11.482142857142858,71.68181818181819,0.2739935064935065,6.891558441558441
tirana,22.118122977346278,50.44012944983819,0.1477669902912621,10.101941747572816
tokyo,18.61844660194175,66.51779935275081,0.1444336569579288,16.496440129449837
tripoli,27.0,74.0,0.0,31.7
tunis,24.31986970684039,55.726384364820845,0.026970684039087946,15.952768729641694
ulaanbaatar,1.2477272727272728,61.73376623376623,0.05847402597402598,8.362987012987013
vaduz,11.125324675324675,77.9090909090909,0.19837662337662337,7.780194805194806
valletta,23.389320388349514,63.98705501618123,0.04249190938511327,19.64692556634304
vatican city,20.93851132686084,59.80906148867314,0.05699029126213592,12.146601941747573
vestmannaeyjar,5.387132352941176,83.07352941176471,0.21183823529411763,29.8875
victoria,28.357467532467535,76.6461038961039,0.13610389610389612,18.685389610389613
vienna,14.581168831168831,62.11038961038961,0.07977272727272727,14.053896103896106
vientiane,25.0,95.0,1.97,9.0
vilnius,11.812987012987014,69.15259740259741,0.12824675324675325,15.22012987012987
warsaw,14.025889967637541,63.1294498381877,0.04902912621359223,14.331067961165049
washington harbor,7.8759581881533105,92.59581881533101,0.06578397212543553,7.797560975609756
washington park,10.41875,60.4375,0.0,16.06875
wellington,13.23462783171521,80.97734627831716,0.17084142394822005,23.795792880258897
windhoek,26.27305194805195,22.25,0.029318181818181816,17.79350649350649
yangon,30.014705882352942,72.88970588235294,0.36981617647058823,9.442279411764707
yaounde,29.79375,61.25,0.31625,6.18125
yaren,20.932142857142857,52.77597402597402,0.07863636363636363,19.586038961038962
yerevan,18.36601941747573,37.653721682847895,0.05398058252427184,7.644660194174756
zagreb,16.36840390879479,63.16938110749186,0.12224755700325733,7.895439739413681
